NU_ANO,CO_UF_ESCOLA,SG_UF_ESCOLA,CO_MUNICIPIO_ESCOLA,NO_MUNICIPIO_ESCOLA,CO_ESCOLA_EDUCACENSO,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_CN,NU_MEDIA_CH,NU_MEDIA_LP,NU_MEDIA_MT,NU_MEDIA_RED,NU_MEDIA_OBJ,NU_MEDIA_TOT,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
2010,24,RN,2402600,Ceará-Mirim,24072028,EE PROF EDGAR BARBOSA,2,1,132,,13,9.8,423.12,475.61,462.03,429.54,555.77,,,,,,68.4,8.8,22.8,Maior que 90 alunos
2009,24,RN,2412005,São Gonçalo do Amarante,24072060,ESCOLA ESTADUAL JOSE VIEIRA - ENSINO FUNDAMENTAL E MEDIO,2,1,72,,12,16.7,412.29,415.23,409.2,450.62,495.83,,,,,,58.9,4.1,37.0,De 61 a 90 alunos
2010,24,RN,2412005,São Gonçalo do Amarante,24072060,ESCOLA ESTADUAL JOSE VIEIRA - ENSINO FUNDAMENTAL E MEDIO,2,1,105,,30,28.6,440.57,494.15,438.74,422.73,515.0,,,,,,60.8,8.1,31.1,Maior que 90 alunos
2009,24,RN,2412559,São Miguel do Gostoso,24072184,EE OLIMPIA TEIXEIRA,2,1,137,,20,14.6,431.48,439.75,436.82,441.49,548.75,,,,,,77.2,0.2,22.6,Maior que 90 alunos
2010,24,RN,2412559,São Miguel do Gostoso,24072184,EE OLIMPIA TEIXEIRA,2,1,89,,23,25.8,422.93,474.46,418.75,418.0,528.26,,,,,,93.3,2.4,4.3,De 61 a 90 alunos
2013,24,RN,2408003,Mossoró,24072222,CE DO SESI,4,1,58,0.0,53,91.38,480.83,524.42,488.83,557.32,555.09,,,,63.9,,97.7,1.8,0.5,De 31 a 60 alunos
2014,24,RN,2408003,Mossoró,24072222,CE DO SESI,4,1,73,0.0,69,94.52,490.28,579.06,551.02,519.0,563.19,,,,78.6,92.75,98.1,0.6,1.3,De 61 a 90 alunos
2015,24,RN,2408003,Mossoró,24072222,CE DO SESI,4,1,79,1.0,75,94.94,522.12,599.84,545.6,552.6,613.07,,,Grupo 3,58.3,92.0,94.6,5.4,0.0,De 61 a 90 alunos
2013,24,RN,2412807,São Rafael,24073350,EE PROFESSORA CLAUDECI PINHEIRO TORRES,2,1,71,0.0,42,59.15,438.94,481.73,445.49,449.26,475.24,,,,25.9,,81.4,1.2,17.4,De 61 a 90 alunos
2010,24,RN,2412807,São Rafael,24073350,EE PROFESSORA CLAUDECI PINHEIRO TORRES,2,1,120,,43,35.8,439.31,477.25,457.52,430.15,555.13,,,,,,75.7,4.8,19.5,Maior que 90 alunos
2015,24,RN,2412807,São Rafael,24073350,EE PROFESSORA CLAUDECI PINHEIRO TORRES-ENSINO FUNDAMENTAL E MEDIO,2,1,86,0.0,46,53.49,425.6,515.46,472.16,431.85,478.7,,,Grupo 1,31.0,84.78,59.5,14.5,26.0,De 61 a 90 alunos
2009,24,RN,2412807,São Rafael,24073350,EE PROFESSORA CLAUDECI PINHEIRO TORRES,2,1,138,,50,36.2,422.27,429.91,443.48,443.95,536.5,,,,,,73.4,3.5,23.1,Maior que 90 alunos
2009,24,RN,2413409,Serra Negra do Norte,24073687,ESC EST PROFº LEOMAR BATISTA DE ARAUJO,2,1,75,,32,42.7,467.12,450.06,433.05,476.93,559.82,,,,,,74.4,7.6,18.0,De 61 a 90 alunos
2015,24,RN,2413409,Serra Negra do Norte,24073687,ESC EST PROFº LEOMAR BATISTA DE ARAUJO,2,1,86,1.0,50,58.14,441.74,520.21,461.06,467.7,471.2,,,Grupo 1,42.7,94.0,76.4,10.5,13.1,De 61 a 90 alunos
2010,24,RN,2413409,Serra Negra do Norte,24073687,ESC EST PROFº LEOMAR BATISTA DE ARAUJO,2,1,97,,57,58.8,449.99,484.98,455.95,453.62,540.45,,,,,,74.0,4.5,21.5,Maior que 90 alunos
2011,24,RN,2413409,Serra Negra do Norte,24073687,ESC EST PROFº LEOMAR BATISTA DE ARAUJO,2,1,62,,31,50.0,436.38,421.29,463.76,493.91,401.29,,,,,,71.5,5.9,22.6,De 61 a 90 alunos
2012,24,RN,2413409,Serra Negra do Norte,24073687,ESC EST PROFº LEOMAR BATISTA DE ARAUJO,2,1,87,,45,51.72,458.12,474.58,442.37,465.47,469.78,,,,,,70.7,4.4,24.9,De 61 a 90 alunos
2014,24,RN,2413409,Serra Negra do Norte,24073687,ESC EST PROFº LEOMAR BATISTA DE ARAUJO,2,1,83,0.0,61,73.49,456.48,508.75,476.73,454.55,423.93,,,,37.7,95.08,72.5,26.8,0.7,De 61 a 90 alunos
2013,24,RN,2413409,Serra Negra do Norte,24073687,ESC EST PROFº LEOMAR BATISTA DE ARAUJO,2,1,64,1.0,43,67.19,437.48,483.81,447.29,499.38,434.88,,,,30.7,,73.1,4.4,22.5,De 61 a 90 alunos
2009,24,RN,2408003,Mossoró,24073784,INSTITUTO EDUCACIONAL SEMENTES,4,1,16,,13,81.3,514.88,571.42,542.07,481.91,673.08,,,,,,98.0,2.0,0.0,De 1 a 30 alunos
2010,24,RN,2408003,Mossoró,24073784,INSTITUTO EDUCACIONAL SEMENTES,4,1,23,,18,78.3,534.61,554.99,548.28,521.05,632.35,,,,,,93.0,5.5,1.5,De 1 a 30 alunos
2011,24,RN,2408003,Mossoró,24073784,INSTITUTO EDUCACIONAL SEMENTES,4,1,53,,43,81.13,487.47,511.76,550.23,547.88,611.16,,,,,,80.0,18.9,1.1,De 31 a 60 alunos
2013,24,RN,2408003,Mossoró,24073784,INSTITUTO EDUCACIONAL SEMENTES,4,1,39,0.0,38,97.44,507.31,538.23,500.95,570.74,556.84,,,,58.1,,86.4,13.0,0.6,De 31 a 60 alunos
2014,24,RN,2408003,Mossoró,24073784,INSTITUTO EDUCACIONAL SEMENTES,4,1,55,0.0,54,98.18,493.42,559.34,526.85,493.0,538.52,,,,69.2,88.89,93.7,5.3,1.0,De 31 a 60 alunos
2015,24,RN,2408003,Mossoró,24073784,INSTITUTO EDUCACIONAL SEMENTES,4,1,51,1.0,46,90.2,502.94,558.74,516.05,476.89,594.78,,,Grupo 3,53.8,91.3,93.4,6.1,0.5,De 31 a 60 alunos
2009,24,RN,2401404,Baía Formosa,24073857,EE PROF PAULO FREIRE,2,1,113,,13,11.5,448.63,449.75,451.62,485.36,484.62,,,,,,74.4,0.2,25.4,Maior que 90 alunos
2010,24,RN,2401404,Baía Formosa,24073857,EE PROF PAULO FREIRE,2,1,116,,26,22.4,457.46,520.37,477.77,448.88,553.0,,,,,,72.2,0.8,27.0,Maior que 90 alunos
2014,24,RN,2401404,Baía Formosa,24073857,EE PROF PAULO FREIRE,2,1,101,0.0,54,53.47,458.66,501.52,470.68,419.88,345.93,,,,43.9,85.19,75.0,19.1,5.9,Maior que 90 alunos
2012,24,RN,2407104,Macaíba,24073938,ESCOLA ATIVA,4,1,12,,11,91.67,432.19,480.98,446.55,450.99,536.36,,,,,,91.5,8.5,0.0,De 1 a 30 alunos
2013,24,RN,2407104,Macaíba,24073938,ESCOLA ATIVA,4,1,16,0.0,13,81.25,460.51,505.58,456.9,482.97,516.92,,,,36.4,,83.3,14.3,2.4,De 1 a 30 alunos
2013,24,RN,2408102,Natal,24074020,MASTER COLEGIO E CURSO,4,1,19,0.0,11,57.89,482.17,532.36,511.46,515.21,560.0,,,,41.2,,96.6,0.0,3.4,De 1 a 30 alunos
2012,24,RN,2408102,Natal,24074020,MASTER COLEGIO E CURSO,4,1,18,,14,77.78,451.85,501.71,482.27,514.49,441.43,,,,,,96.7,0.0,3.3,De 1 a 30 alunos
2015,24,RN,2408102,Natal,24074020,MASTER COLEGIO E CURSO,4,1,18,0.0,14,77.78,433.43,531.56,472.23,448.92,517.14,,,Grupo 3,35.3,78.57,90.1,8.5,1.4,De 1 a 30 alunos
2014,24,RN,2408102,Natal,24074020,MASTER COLEGIO E CURSO,4,1,15,0.0,12,80.0,462.84,493.3,491.76,424.84,488.33,,,,35.3,75.0,91.8,8.2,0.0,De 1 a 30 alunos
2009,24,RN,2408003,Mossoró,24074667,CENTRO EDUCACIONAL DE APRENDIZAGEM MODERNA,4,1,32,,26,81.3,623.49,618.72,618.28,618.71,658.65,,,,,,92.9,6.1,1.0,De 31 a 60 alunos
2010,24,RN,2408003,Mossoró,24074667,CENTRO EDUCACIONAL DE APRENDIZAGEM MODERNA,4,1,29,,22,75.9,563.8,592.46,573.05,593.34,657.95,,,,,,95.6,4.4,0.0,De 1 a 30 alunos
2014,24,RN,2408003,Mossoró,24074667,CENTRO EDUCACIONAL DE APRENDIZAGEM MODERNA,4,1,48,0.0,45,93.75,566.78,612.23,571.1,606.89,662.22,,,,64.4,86.67,99.0,1.0,0.0,De 31 a 60 alunos
2013,24,RN,2408003,Mossoró,24074667,CENTRO EDUCACIONAL DE APRENDIZAGEM MODERNA,4,1,70,1.0,63,90.0,575.81,592.34,558.82,621.19,617.46,,,,52.1,,94.8,5.2,0.0,De 61 a 90 alunos
2012,24,RN,2408003,Mossoró,24074667,CENTRO EDUCACIONAL DE APRENDIZAGEM MODERNA,4,1,56,,44,78.57,583.36,618.83,569.99,677.27,638.18,,,,,,96.1,3.9,0.0,De 31 a 60 alunos
2011,24,RN,2408003,Mossoró,24074667,CENTRO EDUCACIONAL DE APRENDIZAGEM MODERNA,4,1,29,,25,86.21,559.98,544.86,598.14,615.72,603.2,,,,,,91.9,7.5,0.6,De 1 a 30 alunos
2015,24,RN,2408003,Mossoró,24074667,CENTRO EDUCACIONAL DE APRENDIZAGEM MODERNA,4,1,73,3.0,69,94.52,558.64,606.78,569.08,597.16,671.3,,,Grupo 5,64.4,88.41,96.6,2.9,0.5,De 61 a 90 alunos
2012,24,RN,2414506,Umarizal,24075248,COLEGIO EFETIVO,4,1,10,,10,100.0,458.43,495.63,475.63,540.67,518.0,,,,,,100.0,0.0,0.0,De 1 a 30 alunos
2010,24,RN,2414506,Umarizal,24075248,COLEGIO EFETIVO,4,1,13,,10,76.9,472.33,492.79,485.05,491.25,,,,,,,95.2,4.8,0.0,De 1 a 30 alunos
2010,24,RN,2406601,Lagoa Salgada,24077070,ESC EST EDMUNDO NEVES DO NASCIMENTO,2,1,89,,12,11.3,466.03,505.29,470.54,451.49,581.82,,,,,,70.5,9.0,20.5,De 61 a 90 alunos
2015,24,RN,2406601,Lagoa Salgada,24077070,ESC EST EDMUNDO NEVES DO NASCIMENTO,2,1,75,1.0,45,60.0,445.55,529.39,457.82,437.24,491.11,,,Grupo 1,37.1,62.22,82.3,5.9,11.8,De 61 a 90 alunos
2009,24,RN,2406601,Lagoa Salgada,24077070,ESC EST EDMUNDO NEVES DO NASCIMENTO,2,1,108,,23,21.3,444.6,437.01,416.5,439.92,525.0,,,,,,63.5,9.6,26.9,Maior que 90 alunos
2014,24,RN,2406601,Lagoa Salgada,24077070,ESC EST EDMUNDO NEVES DO NASCIMENTO,2,1,93,0.0,57,61.29,447.98,509.9,465.69,418.47,402.81,,,,20.8,80.7,82.7,3.5,13.8,Maior que 90 alunos
2015,24,RN,2411502,Santo Antônio,24077208,IDEAL COLEGIO E CURSO,4,1,13,0.0,11,84.62,490.75,549.95,495.35,483.0,572.73,,,Grupo 3,33.3,63.64,100.0,0.0,0.0,De 1 a 30 alunos
2014,24,RN,2411502,Santo Antônio,24077208,IDEAL COLEGIO E CURSO,4,1,23,0.0,23,100.0,472.71,516.51,502.98,464.26,471.3,,,,33.3,82.61,100.0,0.0,0.0,De 1 a 30 alunos
2010,24,RN,2411502,Santo Antônio,24077208,IDEAL COLEGIO E CURSO,4,1,22,,14,63.6,488.11,536.48,520.83,503.66,558.33,,,,,,91.7,5.6,2.7,De 1 a 30 alunos
2011,24,RN,2411502,Santo Antônio,24077208,IDEAL COLEGIO E CURSO,4,1,29,,24,82.76,464.61,494.91,521.78,527.05,473.33,,,,,,99.1,0.9,0.0,De 1 a 30 alunos
2013,24,RN,2411502,Santo Antônio,24077208,IDEAL COLEGIO E CURSO,4,1,33,0.0,31,93.94,466.73,536.11,492.4,516.45,550.97,,,,24.3,,98.6,0.0,1.4,De 31 a 60 alunos
2009,24,RN,2411502,Santo Antônio,24077208,IDEAL COLEGIO E CURSO,4,1,33,,31,93.9,488.81,489.82,517.83,463.95,602.42,,,,,,95.1,3.9,1.0,De 31 a 60 alunos
2014,24,RN,2408300,Nova Cruz,24077259,ESCOLA MODELO,4,1,19,0.0,18,94.74,466.68,548.84,527.87,487.77,430.0,,,,42.9,16.67,90.0,10.0,0.0,De 1 a 30 alunos
2013,24,RN,2408300,Nova Cruz,24077259,ESCOLA MODELO,4,1,22,0.0,17,77.27,460.99,522.84,505.29,505.12,567.06,,,,25.7,,98.2,0.0,1.8,De 1 a 30 alunos
2015,24,RN,2408300,Nova Cruz,24077259,ESCOLA MODELO,4,1,24,2.0,23,95.83,494.31,570.77,526.34,495.63,587.83,,,Grupo 3,51.4,34.78,98.4,0.0,1.6,De 1 a 30 alunos
2012,24,RN,2408300,Nova Cruz,24077259,ESCOLA MODELO,4,1,19,,18,94.74,480.76,524.05,492.32,491.38,528.89,,,,,,100.0,0.0,0.0,De 1 a 30 alunos
2009,24,RN,2403608,Extremoz,24077879,CENTRO DE ED PROF E AMBIENTAL ESC DAS DUNAS,2,2,97,,67,69.1,463.38,463.84,461.67,453.28,541.29,,,,,,94.8,5.2,0.0,Maior que 90 alunos
2014,24,RN,2403608,Extremoz,24077879,CENTRO DE ED PROF E AMBIENTAL ESC DAS DUNAS,2,2,100,0.0,76,76.0,458.09,509.96,483.93,438.66,434.74,,,,34.6,100.0,98.7,0.9,0.4,Maior que 90 alunos
2013,24,RN,2403608,Extremoz,24077879,CENTRO DE ED PROF E AMBIENTAL ESC DAS DUNAS,2,2,91,1.0,77,84.62,437.61,470.11,444.87,466.98,462.86,,,,66.7,,100.0,0.0,0.0,Maior que 90 alunos
2010,24,RN,2403608,Extremoz,24077879,CENTRO DE ED PROF E AMBIENTAL ESC DAS DUNAS,2,2,95,,80,84.2,455.37,503.58,473.22,461.95,575.32,,,,,,96.9,1.9,1.2,Maior que 90 alunos
2015,24,RN,2403608,Extremoz,24077879,CENTRO DE ED PROF E AMBIENTAL ESC DAS DUNAS,2,2,82,0.0,74,90.24,452.08,517.27,472.92,448.01,496.76,,,Grupo 2,40.0,67.57,96.4,3.2,0.4,De 61 a 90 alunos
2011,24,RN,2403608,Extremoz,24077879,CENTRO DE ED PROF E AMBIENTAL ESC DAS DUNAS,2,2,78,,56,71.79,428.78,433.47,479.58,470.2,468.21,,,,,,99.3,0.3,0.4,De 61 a 90 alunos
2012,24,RN,2403608,Extremoz,24077879,CENTRO DE ED PROF E AMBIENTAL ESC DAS DUNAS,2,2,130,,121,93.08,447.48,485.43,460.24,452.35,474.55,,,,,,99.2,0.3,0.5,Maior que 90 alunos
2010,24,RN,2405603,Jardim de Piranhas,24078077,CENTRO DE EDUCACAO PROF MARIA NORMA ALVES,4,2,23,,19,82.6,501.68,546.8,534.43,500.65,613.16,,,,,,94.0,6.0,0.0,De 1 a 30 alunos
2011,24,RN,2405603,Jardim de Piranhas,24078077,CENTRO DE EDUCACAO PROF MARIA NORMA ALVES,4,2,23,,17,73.91,456.74,479.58,515.5,473.82,561.18,,,,,,86.3,11.8,1.9,De 1 a 30 alunos
2012,24,RN,2405603,Jardim de Piranhas,24078077,CENTRO DE EDUCACAO PROF MARIA NORMA ALVES,4,2,11,,10,90.91,508.35,559.35,499.76,581.71,632.0,,,,,,89.1,10.9,0.0,De 1 a 30 alunos
2013,24,RN,2405603,Jardim de Piranhas,24078077,CENTRO DE EDUCACAO PROF MARIA NORMA ALVES,4,2,15,0.0,12,80.0,476.64,502.22,499.9,497.59,596.67,,,,44.4,,97.5,0.0,2.5,De 1 a 30 alunos
2014,24,RN,2405603,Jardim de Piranhas,24078077,CENTRO DE EDUCACAO PROF MARIA NORMA ALVES,4,2,18,0.0,17,94.44,516.55,587.99,537.16,512.63,637.65,,,,41.7,82.35,97.6,0.0,2.4,De 1 a 30 alunos
2011,24,RN,2408102,Natal,24078131,COLEGIO DEGRAUS DO SABER,4,1,21,,12,57.14,493.93,533.58,557.34,566.58,525.0,,,,,,96.4,3.6,0.0,De 1 a 30 alunos
2013,24,RN,2408102,Natal,24078131,COLEGIO DEGRAUS DO SABER,4,1,18,0.0,12,66.67,447.93,522.76,485.33,530.03,521.67,,,,67.6,,90.0,8.6,1.4,De 1 a 30 alunos
2014,24,RN,2408102,Natal,24078131,COLEGIO DEGRAUS DO SABER,4,1,28,0.0,26,92.86,499.73,559.93,538.15,483.23,586.15,,,,69.2,57.69,83.5,16.5,0.0,De 1 a 30 alunos
2015,24,RN,2408102,Natal,24078131,COLEGIO DEGRAUS DO SABER,4,1,13,0.0,11,84.62,497.85,593.09,552.8,502.48,567.27,,,Grupo 3,66.7,63.64,89.2,8.1,2.7,De 1 a 30 alunos
2012,24,RN,2408102,Natal,24078395,INSTITUTO EDUCACIONAL O MESTRE,4,1,35,,22,62.86,465.5,481.09,485.88,494.57,500.0,,,,,,76.3,23.7,0.0,De 31 a 60 alunos
2010,24,RN,2408102,Natal,24078395,INSTITUTO EDUCACIONAL O MESTRE,4,1,39,,17,43.6,515.09,559.11,552.15,541.54,605.88,,,,,,85.6,12.3,2.1,De 31 a 60 alunos
2015,24,RN,2408102,Natal,24078395,INSTITUTO EDUCACIONAL O MESTRE,4,1,14,0.0,12,85.71,486.51,547.29,502.79,487.81,486.67,,,Grupo 3,36.1,75.0,90.7,9.3,0.0,De 1 a 30 alunos
2014,24,RN,2408102,Natal,24078395,INSTITUTO EDUCACIONAL O MESTRE,4,1,43,0.0,32,74.42,496.5,544.12,523.89,462.72,492.5,,,,46.2,75.0,63.3,34.9,1.8,De 31 a 60 alunos
2013,24,RN,2408102,Natal,24078395,INSTITUTO EDUCACIONAL O MESTRE,4,1,29,0.0,25,86.21,459.0,514.16,504.08,495.06,473.6,,,,57.4,,82.1,17.1,0.8,De 1 a 30 alunos
2009,24,RN,2408102,Natal,24078450,CDF COLEGIO E CURSO,4,1,405,,121,29.9,516.81,520.61,521.17,502.79,614.17,,,,,,94.1,5.5,0.4,Maior que 90 alunos
2010,24,RN,2408102,Natal,24078450,CDF COLEGIO E CURSO,4,1,313,,227,72.5,528.27,576.07,540.45,539.8,645.56,,,,,,93.7,5.5,0.8,Maior que 90 alunos
2012,24,RN,2408102,Natal,24078450,CDF COLEGIO E CURSO,4,1,314,,261,83.12,489.92,540.67,509.1,552.68,552.87,,,,,,90.8,8.4,0.8,Maior que 90 alunos
2011,24,RN,2408102,Natal,24078450,CDF COLEGIO E CURSO,4,1,321,,222,69.16,496.36,507.52,547.98,543.75,564.41,,,,,,93.6,6.1,0.3,Maior que 90 alunos
2013,24,RN,2408102,Natal,24078450,CDF COLEGIO E CURSO,4,1,264,2.0,252,95.45,492.46,553.05,521.14,536.85,600.44,,,,88.9,,93.6,5.9,0.5,Maior que 90 alunos
2015,24,RN,2408102,Natal,24078450,CDF COLEGIO E CURSO,4,1,202,0.0,184,91.09,497.29,580.18,528.75,487.22,601.74,,,Grupo 3,71.0,65.76,90.7,9.1,0.2,Maior que 90 alunos
2014,24,RN,2408102,Natal,24078450,CDF COLEGIO E CURSO,4,1,246,0.0,236,95.93,522.88,578.59,539.17,497.77,595.42,,,,70.3,64.83,95.4,3.9,0.7,Maior que 90 alunos
2009,24,RN,2403251,Parnamirim,24078727,PHD COLEGIO E CURSO,4,1,27,,11,36.6,570.7,551.24,533.62,556.2,570.45,,,,,,95.9,3.1,1.0,De 1 a 30 alunos
2009,24,RN,2414753,Venha-Ver,24079162,EE JOAO SOARES DE SOUZA,2,1,37,,11,29.7,469.59,450.79,484.54,456.95,693.18,,,,,,70.4,3.0,26.6,De 31 a 60 alunos
2013,24,RN,2414753,Venha-Ver,24079162,E E JOAO SOARES DE SOUZA,2,1,47,1.0,27,57.45,418.38,451.17,400.23,431.69,404.44,,,,31.3,,73.0,7.7,19.3,De 31 a 60 alunos
2014,24,RN,2402006,Caicó,24079286,EXTERNATO SANTA CLARA II,4,1,12,0.0,12,100.0,443.69,479.39,466.27,469.23,511.67,,,,51.2,83.33,100.0,0.0,0.0,De 1 a 30 alunos
2009,24,RN,2402204,Canguaretama,24079294,EE JUAREZ RABELO,2,1,261,,54,20.7,440.45,433.25,439.22,445.43,511.27,,,,,,55.8,10.3,33.9,Maior que 90 alunos
2015,24,RN,2403251,Parnamirim,24079391,SISTEMA COLEGIO E CURSO,4,1,25,0.0,21,84.0,531.13,592.73,545.28,546.27,560.0,,,Grupo 3,45.5,90.48,91.1,8.9,0.0,De 1 a 30 alunos
2012,24,RN,2403251,Parnamirim,24079391,SISTEMA COLEGIO E CURSO,4,1,20,,20,100.0,522.08,566.45,526.98,586.06,594.0,,,,,,90.8,7.7,1.5,De 1 a 30 alunos
2013,24,RN,2403251,Parnamirim,24079391,SISTEMA COLEGIO E CURSO,4,1,19,0.0,16,84.21,474.34,518.64,466.23,549.79,542.5,,,,62.5,,92.8,7.2,0.0,De 1 a 30 alunos
2014,24,RN,2403251,Parnamirim,24079391,SISTEMA COLEGIO E CURSO,4,1,16,0.0,16,100.0,507.54,549.03,521.83,473.56,537.5,,,,46.9,81.25,92.8,7.2,0.0,De 1 a 30 alunos
2011,24,RN,2403251,Parnamirim,24079391,SISTEMA COLEGIO E CURSO,4,1,15,,10,66.67,503.13,512.11,569.5,582.12,590.0,,,,,,90.8,9.2,0.0,De 1 a 30 alunos
2010,24,RN,2403251,Parnamirim,24079391,SISTEMA COLEGIO E CURSO,4,1,21,,14,66.7,518.74,558.17,566.11,576.61,582.69,,,,,,92.2,7.8,0.0,De 1 a 30 alunos
2009,24,RN,2407104,Macaíba,24079634,COLEGIO EQUIPE,4,1,20,,13,65.0,522.46,514.33,517.41,566.93,678.85,,,,,,96.0,2.0,2.0,De 1 a 30 alunos
2010,24,RN,2407104,Macaíba,24079634,COLEGIO EQUIPE,4,1,37,,30,81.1,485.69,532.59,506.21,506.24,610.0,,,,,,97.6,2.4,0.0,De 31 a 60 alunos
2011,24,RN,2407104,Macaíba,24079634,COLEGIO EQUIPE,4,1,31,,19,61.29,461.45,487.75,525.96,543.24,595.79,,,,,,97.4,2.6,0.0,De 31 a 60 alunos
2013,24,RN,2407104,Macaíba,24079634,COLEGIO EQUIPE,4,1,30,0.0,26,86.67,470.25,509.88,482.06,507.33,547.69,,,,61.5,,88.2,10.6,1.2,De 1 a 30 alunos
2014,24,RN,2407104,Macaíba,24079634,COLEGIO EQUIPE,4,1,26,0.0,24,92.31,504.72,534.79,497.88,465.03,449.17,,,,59.0,87.5,89.2,9.6,1.2,De 1 a 30 alunos
2015,24,RN,2407104,Macaíba,24079634,COLEGIO EQUIPE,4,1,18,0.0,17,94.44,519.56,564.64,522.89,484.22,567.06,,,Grupo 3,53.8,76.47,94.4,5.6,0.0,De 1 a 30 alunos
2012,24,RN,2407104,Macaíba,24079634,COLEGIO EQUIPE,4,1,51,,40,78.43,455.58,502.52,474.04,476.27,494.5,,,,,,96.3,3.7,0.0,De 31 a 60 alunos
2013,24,RN,2414407,Touros,24079979,ESCOLA ESTADUAL PROFESSORA ISABEL BARBOSA VIEIRA,2,1,67,0.0,38,56.72,431.09,464.83,436.99,441.64,464.74,,,,53.8,,80.4,16.1,3.5,De 61 a 90 alunos
2014,24,RN,2414407,Touros,24079979,ESCOLA ESTADUAL PROFESSORA ISABEL BARBOSA VIEIRA,2,1,80,0.0,51,63.75,443.74,489.22,451.7,425.54,349.02,,,,54.9,84.31,76.8,21.9,1.3,De 61 a 90 alunos
2010,24,RN,2414407,Touros,24079979,ESCOLA ESTADUAL PROFESSORA ISABEL BARBOSA VIEIRA,2,1,89,,40,44.9,434.54,498.79,455.92,426.27,553.85,,,,,,82.0,9.1,8.9,De 61 a 90 alunos
2012,24,RN,2414407,Touros,24079979,ESCOLA ESTADUAL PROFESSORA ISABEL BARBOSA VIEIRA,2,1,69,,43,62.32,430.0,463.77,438.61,436.4,396.74,,,,,,78.0,16.9,5.1,De 61 a 90 alunos
2015,24,RN,2414407,Touros,24079979,ESCOLA ESTADUAL PROFESSORA ISABEL BARBOSA VIEIRA,2,1,83,0.0,50,60.24,440.1,527.33,479.11,410.05,494.0,,,Grupo 2,58.3,80.0,85.6,3.3,11.1,De 61 a 90 alunos
2009,24,RN,2414407,Touros,24079979,ESCOLA ESTADUAL PROFESSORA ISABEL BARBOSA VIEIRA,2,1,88,,33,37.5,432.73,435.29,435.49,448.2,601.52,,,,,,76.8,6.2,17.0,De 61 a 90 alunos
2009,24,RN,2410405,Pureza,24079987,ESCOLA ESTADUAL HENRIQUE EUFRASIO DE SANTANA,2,1,136,,11,8.1,484.21,468.5,490.02,456.12,506.82,,,,,,68.3,0.9,30.8,Maior que 90 alunos
2013,24,RN,2400208,Açu,24080187,COLEGIO DO FUTURO - ENSINO MEDIO,4,1,29,0.0,26,89.66,529.08,564.78,518.47,539.33,606.92,,,,44.2,,95.3,4.7,0.0,De 1 a 30 alunos
2012,24,RN,2400208,Açu,24080187,COLEGIO DO FUTURO - ENSINO MEDIO,4,1,23,,22,95.65,497.18,556.84,503.77,544.5,565.45,,,,,,91.8,7.1,1.1,De 1 a 30 alunos
2015,24,RN,2400208,Açu,24080187,COLEGIO DO FUTURO - ENSINO MEDIO,4,1,22,0.0,22,100.0,514.3,578.37,525.63,501.26,615.45,,,Grupo 4,47.2,72.73,91.8,8.2,0.0,De 1 a 30 alunos
2011,24,RN,2400208,Açu,24080187,COLEGIO DO FUTURO - ENSINO MEDIO,4,1,19,,12,63.16,470.82,483.6,528.7,572.53,538.33,,,,,,88.8,11.2,0.0,De 1 a 30 alunos
2010,24,RN,2400208,Açu,24080187,COLEGIO DO FUTURO - ENSINO MEDIO,4,1,17,,14,82.4,520.09,529.79,523.82,533.05,633.93,,,,,,86.7,13.3,0.0,De 1 a 30 alunos
2014,24,RN,2400208,Açu,24080187,COLEGIO DO FUTURO - ENSINO MEDIO,4,1,24,0.0,21,87.5,482.36,573.28,530.2,470.86,547.62,,,,57.1,80.95,92.2,7.8,0.0,De 1 a 30 alunos
2013,24,RN,2403251,Parnamirim,24080411,COLEGIO FENIX,4,1,28,0.0,27,96.43,519.11,591.61,551.77,600.27,595.56,,,,50.0,,92.4,7.6,0.0,De 1 a 30 alunos
2014,24,RN,2403251,Parnamirim,24080411,COLEGIO FENIX,4,1,30,0.0,27,90.0,527.42,554.13,512.21,545.12,659.26,,,,62.9,74.07,94.1,5.9,0.0,De 1 a 30 alunos
2015,24,RN,2403251,Parnamirim,24080411,COLEGIO FENIX,4,1,35,0.0,33,94.29,531.79,590.01,548.14,506.86,737.58,,,Grupo 4,78.1,81.82,98.0,2.0,0.0,De 31 a 60 alunos
2015,24,RN,2403251,Parnamirim,24080462,COLEGIO E CURSO GENESIS LTDA ME,4,1,32,0.0,32,100.0,536.72,590.79,542.11,517.7,798.75,,,Grupo 4,81.6,90.63,95.1,4.9,0.0,De 31 a 60 alunos
2011,24,RN,2403251,Parnamirim,24080462,COLEGIO E CURSO GENESIS LTDA ME,4,1,30,,20,66.67,507.47,479.4,541.4,568.5,565.0,,,,,,92.3,5.8,1.9,De 1 a 30 alunos
