NU_ANO,CO_UF_ESCOLA,SG_UF_ESCOLA,CO_MUNICIPIO_ESCOLA,NO_MUNICIPIO_ESCOLA,CO_ESCOLA_EDUCACENSO,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_CN,NU_MEDIA_CH,NU_MEDIA_LP,NU_MEDIA_MT,NU_MEDIA_RED,NU_MEDIA_OBJ,NU_MEDIA_TOT,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
2008,24,RN,2409605,Pedra Preta,24027634,ESC EST PROF GERCINA BEZERRA ENS 1 GRAU,2,1,55,,11,,,,,,50.68,27.27,,,,,76.5,0.0,23.5,De 31 a 60 alunos
2006,24,RN,2409704,Pedro Avelino,24027987,EE PROF JOSEFA SAMPAIO MARINHO ENSINO FUND E MEDIO,2,1,63,,19,,,,,,,,32.24,,,,,,,De 61 a 90 alunos
2008,24,RN,2409704,Pedro Avelino,24027987,EE PROF JOSEFA SAMPAIO MARINHO ENSINO FUND E MEDIO,2,1,56,,25,,,,,,51.46,26.79,,,,,49.6,14.8,35.6,De 31 a 60 alunos
2005,24,RN,2402709,Cerro Corá,24028444,ESC EST QUERUBINA SILVEIRA ENS 1 GRAU,2,1,154,,33,,,,,,,,35.98,,,,78.2,0.7,21.1,Maior que 90 alunos
2006,24,RN,2402709,Cerro Corá,24028444,ESC EST QUERUBINA SILVEIRA ENS 1 GRAU,2,1,137,,34,,,,,,,,36.87,,,,,,,Maior que 90 alunos
2007,24,RN,2402709,Cerro Corá,24028444,ESC EST QUERUBINA SILVEIRA ENS 1 GRAU,2,1,144,,45,,,,,,,,43.82,,,,75.7,3.1,21.2,Maior que 90 alunos
2008,24,RN,2402709,Cerro Corá,24028444,ESC EST QUERUBINA SILVEIRA ENS FUNDAMENTAL E MEDIO,2,1,111,,36,,,,,,47.92,28.57,,,,,79.6,2.1,18.3,Maior que 90 alunos
2005,24,RN,2403806,Florânia,24028819,ESC EST TEONIA AMARAL ENS 1 E 2 GRAUS,2,1,124,,30,,,,,,,,39.74,,,,80.0,1.5,18.5,Maior que 90 alunos
2006,24,RN,2403806,Florânia,24028819,ESC EST TEONIA AMARAL ENS 1 E 2 GRAUS,2,1,121,,48,,,,,,,,39.47,,,,,,,Maior que 90 alunos
2007,24,RN,2403806,Florânia,24028819,ESC EST TEONIA AMARAL ENS 1 E 2 GRAUS,2,1,172,,49,,,,,,,,45.63,,,,79.9,0.9,19.2,Maior que 90 alunos
2008,24,RN,2403806,Florânia,24028819,ESC EST TEONIA AMARAL ENS 1 E 2 GRAUS,2,1,53,,41,,,,,,52.3,30.82,,,,,72.8,0.3,26.9,De 31 a 60 alunos
2005,24,RN,2406502,Lagoa Nova,24029424,ESC EST MANOEL LUIS DE MARIA ENS 1 2 GRA,2,1,155,,60,,,,,,,,41.37,,,,68.7,6.7,24.6,Maior que 90 alunos
2006,24,RN,2406502,Lagoa Nova,24029424,ESC EST MANOEL LUIS DE MARIA ENS 1 2 GRA,2,1,181,,92,,,,,,,,41.86,,,,,,,Maior que 90 alunos
2005,24,RN,2411403,Santana do Matos,24029670,EE ARISTOFANES FERNANDES ENSINO FUND E MEDIO,2,1,98,,42,,,,,,,,39.79,,,,69.0,5.9,25.1,Maior que 90 alunos
2006,24,RN,2411403,Santana do Matos,24029670,EE ARISTOFANES FERNANDES ENSINO FUND E MEDIO,2,1,90,,58,,,,,,,,39.76,,,,,,,De 61 a 90 alunos
2007,24,RN,2411403,Santana do Matos,24029670,EE ARISTOFANES FERNANDES ENSINO FUND E MEDIO,2,1,125,,53,,,,,,,,42.03,,,,59.9,16.6,23.5,Maior que 90 alunos
2008,24,RN,2411403,Santana do Matos,24029670,EE ARISTOFANES FERNANDES ENSINO FUND E MEDIO,2,1,113,,57,,,,,,53.46,31.47,,,,,69.5,6.3,24.2,Maior que 90 alunos
2005,24,RN,2413003,São Vicente,24031054,EE ARISTOFANES FERNANDES 1º E 2º  GRAU,2,1,97,,22,,,,,,,,40.69,,,,76.9,1.0,22.1,Maior que 90 alunos
2006,24,RN,2413003,São Vicente,24031054,EE ARISTOFANES FERNANDES 1º E 2º  GRAU,2,1,77,,27,,,,,,,,38.35,,,,,,,De 61 a 90 alunos
2007,24,RN,2413003,São Vicente,24031054,ESCOLA ESTADUAL ARISTÓFANES FERNANDES,2,1,66,,19,,,,,,,,47.49,,,,80.0,2.6,17.4,De 61 a 90 alunos
2008,24,RN,2413003,São Vicente,24031054,ESCOLA ESTADUAL ARISTÓFANES FERNANDES,2,1,125,,56,,,,,,52.41,29.48,,,,,85.4,0.9,13.7,Maior que 90 alunos
2005,24,RN,2402006,Caicó,24031348,CENTRO EDUCACIONAL JOSE AUGUSTO,2,1,343,,149,,,,,,,,41.86,,,,58.0,10.2,31.8,Maior que 90 alunos
2006,24,RN,2402006,Caicó,24031348,CENTRO EDUCACIONAL JOSE AUGUSTO,2,1,354,,156,,,,,,,,37.85,,,,,,,Maior que 90 alunos
2007,24,RN,2402006,Caicó,24031348,CENTRO EDUCACIONAL JOSE AUGUSTO,2,1,331,,136,,,,,,,,48.01,,,,53.3,11.2,35.5,Maior que 90 alunos
2008,24,RN,2402006,Caicó,24031348,CENTRO EDUCACIONAL JOSE AUGUSTO,2,1,386,,115,,,,,,55.74,33.18,,,,,49.8,12.0,38.2,Maior que 90 alunos
2005,24,RN,2402006,Caicó,24031372,COL DIOCESANO SERIDOENSE,4,1,88,,32,,,,,,,,62.98,,,,82.9,16.8,0.3,De 61 a 90 alunos
2006,24,RN,2402006,Caicó,24031372,COL DIOCESANO SERIDOENSE,4,1,96,,72,,,,,,,,57.5,,,,,,,Maior que 90 alunos
2007,24,RN,2402006,Caicó,24031372,COLÉGIO DIOCESANO SERIDOENSE,4,1,101,,31,,,,,,,,63.54,,,,86.9,12.8,0.3,Maior que 90 alunos
2008,24,RN,2402006,Caicó,24031372,COLÉGIO DIOCESANO SERIDOENSE,4,1,96,,47,,,,,,65.16,58.16,,,,,88.8,11.2,0.0,Maior que 90 alunos
2005,24,RN,2402006,Caicó,24031470,EDUCANDARIO STA TEREZINHA,4,1,39,,15,,,,,,,,63.28,,,,97.6,0.8,1.6,De 31 a 60 alunos
2006,24,RN,2402006,Caicó,24031470,EDUCANDARIO STA TEREZINHA,4,1,40,,22,,,,,,,,52.88,,,,,,,De 31 a 60 alunos
2007,24,RN,2402006,Caicó,24031470,EDUCANDARIO STA TERESINHA,4,1,37,,19,,,,,,,,68.85,,,,94.7,3.5,1.8,De 31 a 60 alunos
2005,24,RN,2402006,Caicó,24031585,ESC EST PROF ANTONIO ALADIM DE ARAUJO,2,1,147,,53,,,,,,,,39.83,,,,73.0,0.5,26.5,Maior que 90 alunos
2006,24,RN,2402006,Caicó,24031585,ESC EST PROF ANTONIO ALADIM DE ARAUJO,2,1,157,,69,,,,,,,,40.01,,,,,,,Maior que 90 alunos
2007,24,RN,2402006,Caicó,24031585,ESC EST PROF ANTONIO ALADIM DE ARAUJO,2,1,170,,57,,,,,,,,45.2,,,,56.2,14.8,29.0,Maior que 90 alunos
2008,24,RN,2402006,Caicó,24031585,ESC EST PROF ANTONIO ALADIM DE ARAUJO,2,1,141,,46,,,,,,53.81,37.34,,,,,53.9,9.9,36.2,Maior que 90 alunos
2005,24,RN,2402006,Caicó,24031658,ESC EST PROFA CALPURNIA C AMORIM ENS 2 G,2,1,317,,171,,,,,,,,40.33,,,,66.4,3.5,30.1,Maior que 90 alunos
2006,24,RN,2402006,Caicó,24031658,ESC EST PROFA CALPURNIA C AMORIM ENS 2 G,2,1,376,,199,,,,,,,,41.48,,,,,,,Maior que 90 alunos
2007,24,RN,2402006,Caicó,24031658,ESC EST PROFA CALPURNIA C AMORIM ENS 2 G,2,1,356,,167,,,,,,,,50.07,,,,65.7,8.7,25.6,Maior que 90 alunos
2008,24,RN,2402006,Caicó,24031658,ESC EST PROFA CALPURNIA C AMORIM ENS 2 G,2,1,330,,179,,,,,,52.69,34.51,,,,,67.2,14.6,18.2,Maior que 90 alunos
2005,24,RN,2404804,Ipueira,24032670,ESC EST 1 E 2 GRAUS JOAO ALENCAR DE MEDEIROS,2,1,38,,10,,,,,,,,42.41,,,,80.6,1.9,17.5,De 31 a 60 alunos
2006,24,RN,2404804,Ipueira,24032670,ESC EST 1 E 2 GRAUS JOAO ALENCAR DE MEDEIROS,2,1,56,,26,,,,,,,,35.32,,,,,,,De 31 a 60 alunos
2007,24,RN,2404804,Ipueira,24032670,ESC EST 1 E 2 GRAUS JOAO ALENCAR DE MEDEIROS,2,1,40,,16,,,,,,,,45.28,,,,71.2,4.2,24.6,De 31 a 60 alunos
2008,24,RN,2404804,Ipueira,24032670,ESC EST JOAO ALENCAR DE MEDEIROS-ENSINO FUNDAMENTAL E MÉDIO,2,1,32,,16,,,,,,53.17,33.73,,,,,59.0,20.0,21.0,De 31 a 60 alunos
2005,24,RN,2405603,Jardim de Piranhas,24032875,ESC EST AMARO CAVALCANTI ENS DE 2º GRAU,2,1,119,,59,,,,,,,,36.46,,,,69.1,0.2,30.7,Maior que 90 alunos
2006,24,RN,2405603,Jardim de Piranhas,24032875,ESC EST AMARO CAVALCANTI ENS DE 2º GRAU,2,1,152,,57,,,,,,,,36.61,,,,,,,Maior que 90 alunos
2007,24,RN,2405603,Jardim de Piranhas,24032875,ESC EST AMARO CAVALCANTI ENS DE 2º GRAU,2,1,132,,59,,,,,,,,41.31,,,,62.5,5.8,31.7,Maior que 90 alunos
2008,24,RN,2405603,Jardim de Piranhas,24032875,ESC EST AMARO CAVALCANTI ENS DE 2º GRAU,2,1,143,,54,,,,,,51.7,31.16,,,,,58.4,7.3,34.3,Maior que 90 alunos
2007,24,RN,2411809,São Fernando,24033260,ESC EST MONS WALFREDO GURGEL ENS FUND E MEDIO,2,1,29,,21,,,,,,,,42.85,,,,74.0,1.2,24.8,De 1 a 30 alunos
2008,24,RN,2411809,São Fernando,24033260,ESC EST MONS WALFREDO GURGEL ENS FUND E MEDIO,2,1,67,,24,,,,,,52.39,34.33,,,,,91.7,1.3,7.0,De 61 a 90 alunos
2005,24,RN,2412104,São João do Sabugi,24033634,ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU,2,1,96,,60,,,,,,,,37.73,,,,68.4,2.8,28.8,Maior que 90 alunos
2006,24,RN,2412104,São João do Sabugi,24033634,ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU,2,1,96,,49,,,,,,,,38.63,,,,,,,Maior que 90 alunos
2007,24,RN,2412104,São João do Sabugi,24033634,ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU,2,1,73,,45,,,,,,,,44.1,,,,64.5,5.7,29.8,De 61 a 90 alunos
2008,24,RN,2412104,São João do Sabugi,24033634,ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU,2,1,82,,49,,,,,,54.49,35.5,,,,,64.5,10.2,25.3,De 61 a 90 alunos
2005,24,RN,2400109,Acari,24034410,ESC EST DR JOSE G DE MEDEIROS,2,1,61,,47,,,,,,,,42.33,,,,84.7,4.1,11.2,De 61 a 90 alunos
2006,24,RN,2400109,Acari,24034410,ESC EST DR JOSE G DE MEDEIROS,2,1,92,,64,,,,,,,,43.63,,,,,,,Maior que 90 alunos
2007,24,RN,2400109,Acari,24034410,ESC EST DR JOSE G DE MEDEIROS,2,1,89,,55,,,,,,,,52.34,,,,88.9,2.7,8.4,De 61 a 90 alunos
2008,24,RN,2400109,Acari,24034410,ESC EST DR JOSE G DE MEDEIROS,2,1,71,,54,,,,,,56.34,36.51,,,,,89.9,4.4,5.7,De 61 a 90 alunos
2005,24,RN,2400109,Acari,24034428,ESC EST PROFA IRACEMA BRANDAO DE ARAUJO,2,1,123,,45,,,,,,,,37.62,,,,71.2,2.9,25.9,Maior que 90 alunos
2006,24,RN,2400109,Acari,24034428,ESC EST PROFA IRACEMA BRANDAO DE ARAUJO,2,1,71,,37,,,,,,,,37.69,,,,,,,De 61 a 90 alunos
2007,24,RN,2400109,Acari,24034428,ESC EST PROFA IRACEMA BRANDAO DE ARAUJO,2,1,88,,44,,,,,,,,46.42,,,,81.2,3.0,15.8,De 61 a 90 alunos
2008,24,RN,2400109,Acari,24034428,ESC EST PROFA IRACEMA BRANDAO DE ARAUJO,2,1,79,,47,,,,,,55.0,34.51,,,,,79.4,4.2,16.4,De 61 a 90 alunos
2005,24,RN,2402402,Carnaúba dos Dantas,24034940,ESC EST JOAO HENRIQUE DANTAS ENS 1 E 2 G,2,1,117,,25,,,,,,,,42.68,,,,60.9,1.5,37.6,Maior que 90 alunos
2006,24,RN,2402402,Carnaúba dos Dantas,24034940,ESC EST JOAO HENRIQUE DANTAS ENS 1 E 2 G,2,1,112,,32,,,,,,,,38.48,,,,,,,Maior que 90 alunos
2007,24,RN,2402402,Carnaúba dos Dantas,24034940,ESC EST JOAO HENRIQUE DANTAS ENS 1 E 2 G,2,1,83,,29,,,,,,,,45.27,,,,70.0,9.2,20.8,De 61 a 90 alunos
2008,24,RN,2402402,Carnaúba dos Dantas,24034940,ESC EST JOAO HENRIQUE DANTAS ENS 1 E 2 G,2,1,81,,29,,,,,,48.48,30.0,,,,,60.2,14.3,25.5,De 61 a 90 alunos
2005,24,RN,2403004,Cruzeta,24035149,ESC EST JOAQUIM J DE MEDEIROS 1 2 GRAUS,2,1,128,,68,,,,,,,,41.48,,,,79.7,0.7,19.6,Maior que 90 alunos
2006,24,RN,2403004,Cruzeta,24035149,ESC EST JOAQUIM J DE MEDEIROS 1 2 GRAUS,2,1,147,,74,,,,,,,,41.24,,,,,,,Maior que 90 alunos
2007,24,RN,2403004,Cruzeta,24035149,ESC EST JOAQUIM J DE MEDEIROS 1 2 GRAUS,2,1,121,,75,,,,,,,,46.72,,,,84.3,2.5,13.2,Maior que 90 alunos
2008,24,RN,2403004,Cruzeta,24035149,ESC EST JOAQUIM J DE MEDEIROS 1 2 GRAUS,2,1,119,,61,,,,,,53.75,30.97,,,,,89.2,4.1,6.7,Maior que 90 alunos
2005,24,RN,2403103,Currais Novos,24035467,COLEGIO CAMILO TOSCANO,4,1,29,,16,,,,,,,,52.17,,,,82.1,17.9,0.0,De 1 a 30 alunos
2006,24,RN,2403103,Currais Novos,24035467,COLEGIO CAMILO TOSCANO,4,1,24,,10,,,,,,,,40.09,,,,,,,De 1 a 30 alunos
2008,24,RN,2403103,Currais Novos,24035467,COLEGIO CAMILO TOSCANO,4,1,32,,18,,,,,,68.06,46.21,,,,,86.0,12.8,1.2,De 31 a 60 alunos
2005,24,RN,2403103,Currais Novos,24035475,EDUCANDARIO JESUS MENINO,4,1,41,,13,,,,,,,,54.81,,,,91.3,7.0,1.7,De 31 a 60 alunos
2006,24,RN,2403103,Currais Novos,24035475,EDUCANDARIO JESUS MENINO,4,1,34,,16,,,,,,,,56.43,,,,,,,De 31 a 60 alunos
2007,24,RN,2403103,Currais Novos,24035475,EDUCANDARIO JESUS MENINO,4,1,32,,13,,,,,,,,68.41,,,,100.0,0.0,0.0,De 31 a 60 alunos
2008,24,RN,2403103,Currais Novos,24035475,EDUCANDARIO JESUS MENINO,4,1,41,,32,,,,,,65.31,51.64,,,,,100.0,0.0,0.0,De 31 a 60 alunos
2005,24,RN,2403103,Currais Novos,24035513,ESC EST CAP MOR GALVAO ENS DE 1º E 2º GRAU,2,1,119,,45,,,,,,,,36.86,,,,66.6,6.1,27.3,Maior que 90 alunos
2006,24,RN,2403103,Currais Novos,24035513,ESC EST CAP MOR GALVAO ENS DE 1º E 2º GRAU,2,1,146,,66,,,,,,,,36.24,,,,,,,Maior que 90 alunos
2007,24,RN,2403103,Currais Novos,24035513,ESC EST CAP MOR GALVAO ENS DE 1º E 2º GRAU,2,1,148,,54,,,,,,,,47.99,,,,70.4,7.6,22.0,Maior que 90 alunos
2008,24,RN,2403103,Currais Novos,24035513,ESC EST CAP MOR GALVAO ENS DE 1º E 2º GRAU,2,1,146,,62,,,,,,52.5,31.26,,,,,67.9,10.2,21.9,Maior que 90 alunos
2006,24,RN,2403103,Currais Novos,24035521,E E DR SILVIO B MELO ENS 1 E2 GRAUS,2,1,64,,17,,,,,,,,41.75,,,,,,,De 61 a 90 alunos
2008,24,RN,2403103,Currais Novos,24035521,E E DR SILVIO B MELO ENS 1 E2 GRAUS,2,1,68,,18,,,,,,56.25,31.04,,,,,57.6,3.6,38.8,De 61 a 90 alunos
2005,24,RN,2403103,Currais Novos,24035548,ESC EST TRISTAO DE BARROS ENS FUND E MEDIO,2,1,137,,62,,,,,,,,43.38,,,,69.2,4.5,26.3,Maior que 90 alunos
2006,24,RN,2403103,Currais Novos,24035548,ESC EST TRISTAO DE BARROS ENS FUND E MEDIO,2,1,106,,58,,,,,,,,41.64,,,,,,,Maior que 90 alunos
2007,24,RN,2403103,Currais Novos,24035548,ESC EST TRISTAO DE BARROS ENS FUND E MEDIO,2,1,98,,47,,,,,,,,49.38,,,,78.7,4.6,16.7,Maior que 90 alunos
2008,24,RN,2403103,Currais Novos,24035548,ESC EST TRISTAO DE BARROS ENS FUND E MEDIO,2,1,85,,43,,,,,,57.24,34.99,,,,,75.5,14.4,10.1,De 61 a 90 alunos
2005,24,RN,2403103,Currais Novos,24035777,INST VIVALDO PEREIRA,2,1,250,,99,,,,,,,,38.23,,,,69.6,6.2,24.2,Maior que 90 alunos
2006,24,RN,2403103,Currais Novos,24035777,INST VIVALDO PEREIRA,2,1,242,,80,,,,,,,,38.9,,,,,,,Maior que 90 alunos
2007,24,RN,2403103,Currais Novos,24035777,ESCOLA ESTADUAL INSTITUTO VIVALDO PEREIRA,2,1,224,,96,,,,,,,,49.29,,,,70.8,7.1,22.1,Maior que 90 alunos
2008,24,RN,2403103,Currais Novos,24035777,ESCOLA ESTADUAL INSTITUTO VIVALDO PEREIRA,2,1,188,,56,,,,,,53.26,33.33,,,,,74.5,9.6,15.9,Maior que 90 alunos
2005,24,RN,2403103,Currais Novos,24036099,UNIVERSIDADE DA CRIANCA E DO ADOLESCENTE,4,1,70,,14,,,,,,,,58.18,,,,95.7,2.7,1.6,De 61 a 90 alunos
2006,24,RN,2403103,Currais Novos,24036099,UNIVERSIDADE DA CRIANCA E DO ADOLESCENTE,4,1,55,,37,,,,,,,,52.16,,,,,,,De 31 a 60 alunos
2007,24,RN,2403103,Currais Novos,24036099,UNIVERSIDADE DA CRIANCA E DO ADOLESCENTE,4,1,49,,29,,,,,,,,65.39,,,,99.2,0.0,0.8,De 31 a 60 alunos
2008,24,RN,2403103,Currais Novos,24036099,UNIVERSIDADE DA CRIANCA E DO ADOLESCENTE,4,1,27,,24,,,,,,64.06,51.32,,,,,95.9,3.1,1.0,De 1 a 30 alunos
2005,24,RN,2403400,Equador,24036161,EE PROF ISABEL FERREIRA,2,1,92,,25,,,,,,,,36.11,,,,76.6,3.0,20.4,Maior que 90 alunos
2006,24,RN,2403400,Equador,24036161,EE PROF ISABEL FERREIRA,2,1,87,,36,,,,,,,,40.55,,,,,,,De 61 a 90 alunos
2007,24,RN,2403400,Equador,24036161,EE PROF ISABEL FERREIRA,2,1,71,,32,,,,,,,,42.48,,,,71.2,2.8,26.0,De 61 a 90 alunos
2008,24,RN,2403400,Equador,24036161,EE PROF ISABEL FERREIRA,2,1,89,,28,,,,,,57.59,31.86,,,,,69.7,6.9,23.4,De 61 a 90 alunos
2005,24,RN,2405702,Jardim do Seridó,24036420,CENTRO EDUC FELINTO ELISIO,2,1,195,,95,,,,,,,,41.07,,,,59.4,8.6,32.0,Maior que 90 alunos
2006,24,RN,2405702,Jardim do Seridó,24036420,CENTRO EDUC FELINTO ELISIO,2,1,180,,94,,,,,,,,40.99,,,,,,,Maior que 90 alunos
2007,24,RN,2405702,Jardim do Seridó,24036420,CENTRO EDUC FELINTO ELISIO,2,1,157,,77,,,,,,,,47.92,,,,56.1,15.2,28.7,Maior que 90 alunos
2008,24,RN,2405702,Jardim do Seridó,24036420,CENTRO EDUC FELINTO ELISIO,2,1,180,,85,,,,,,58.21,34.15,,,,,58.1,12.9,29.0,Maior que 90 alunos
2005,24,RN,2408508,Ouro Branco,24036730,ESC EST MANOEL CORREIA ENS FUNDAMENTAL E MEDIO,2,1,158,,41,,,,,,,,40.32,,,,84.0,0.3,15.7,Maior que 90 alunos
2006,24,RN,2408508,Ouro Branco,24036730,ESC EST MANOEL CORREIA ENS FUNDAMENTAL E MEDIO,2,1,165,,47,,,,,,,,39.19,,,,,,,Maior que 90 alunos
2007,24,RN,2408508,Ouro Branco,24036730,ESC EST MANOEL CORREIA ENS FUNDAMENTAL E MEDIO,2,1,68,,28,,,,,,,,46.62,,,,82.8,2.3,14.9,De 61 a 90 alunos
2008,24,RN,2408508,Ouro Branco,24036730,ESC EST MANOEL CORREIA ENS FUNDAMENTAL E MEDIO,2,1,77,,31,,,,,,51.29,35.79,,,,,84.2,0.4,15.4,De 61 a 90 alunos
2007,24,RN,2408508,Ouro Branco,24036820,E M JOSE N DE FIGUEIREDO ENS FUND E MEDIO,3,1,23,,15,,,,,,,,51.6,,,,81.3,8.3,10.4,De 1 a 30 alunos
2005,24,RN,2408904,Parelhas,24037079,ESC EST MONS AMANCIO RAMALHO,2,1,330,,139,,,,,,,,41.0,,,,75.2,2.1,22.7,Maior que 90 alunos
2006,24,RN,2408904,Parelhas,24037079,ESC EST MONS AMANCIO RAMALHO,2,1,214,,100,,,,,,,,43.19,,,,,,,Maior que 90 alunos
2007,24,RN,2408904,Parelhas,24037079,ESC EST MONS AMANCIO RAMALHO,2,1,242,,135,,,,,,,,47.07,,,,79.8,2.3,17.9,Maior que 90 alunos
2008,24,RN,2408904,Parelhas,24037079,ESC EST MONS AMANCIO RAMALHO,2,1,204,,133,,,,,,57.06,33.21,,,,,76.8,2.8,20.4,Maior que 90 alunos
2006,24,RN,2408904,Parelhas,24037087,ESC EST PROF FELIPE BITTENCOURT I GRAU,2,1,52,,11,,,,,,,,44.09,,,,,,,De 31 a 60 alunos
2007,24,RN,2408904,Parelhas,24037087,ESC EST PROF FELIPE BITTENCOURT I GRAU,2,1,52,,25,,,,,,,,46.25,,,,63.7,8.7,27.6,De 31 a 60 alunos
2008,24,RN,2408904,Parelhas,24037087,ESC EST PROF FELIPE BITTENCOURT I GRAU,2,1,42,,22,,,,,,52.62,33.48,,,,,63.1,4.2,32.7,De 31 a 60 alunos
2005,24,RN,2411429,Santana do Seridó,24037516,ESC EST JOAO VILAR DA CUNHA ENSINO FUND E MEDIO,2,1,52,,17,,,,,,,,38.75,,,,85.5,0.6,13.9,De 31 a 60 alunos
2006,24,RN,2411429,Santana do Seridó,24037516,ESC EST JOAO VILAR DA CUNHA ENSINO FUND E MEDIO,2,1,48,,20,,,,,,,,40.59,,,,,,,De 31 a 60 alunos
2007,24,RN,2411429,Santana do Seridó,24037516,ESC EST JOAO VILAR DA CUNHA ENSINO FUND E MEDIO,2,1,53,,23,,,,,,,,48.93,,,,86.2,7.6,6.2,De 31 a 60 alunos
2008,24,RN,2411429,Santana do Seridó,24037516,ESC EST JOAO VILAR DA CUNHA ENSINO FUND E MEDIO,2,1,42,,28,,,,,,52.41,32.43,,,,,94.3,0.0,5.7,De 31 a 60 alunos
2005,24,RN,2412401,São José do Seridó,24037664,ESC EST PROF RAIMUNDO S COSTA ENS FUND E MÉDIO,2,1,91,,47,,,,,,,,40.99,,,,65.2,6.6,28.2,Maior que 90 alunos
2006,24,RN,2412401,São José do Seridó,24037664,ESC EST PROF RAIMUNDO S COSTA ENS FUND E MÉDIO,2,1,66,,46,,,,,,,,40.53,,,,,,,De 61 a 90 alunos
2007,24,RN,2412401,São José do Seridó,24037664,ESC EST PROF RAIMUNDO S COSTA ENS FUND E MÉDIO,2,1,95,,48,,,,,,,,44.79,,,,74.0,5.8,20.2,Maior que 90 alunos
2008,24,RN,2412401,São José do Seridó,24037664,ESC EST PROF RAIMUNDO S COSTA ENS FUND E MÉDIO,2,1,54,,38,,,,,,53.22,32.87,,,,,81.9,2.9,15.2,De 31 a 60 alunos
2005,24,RN,2401602,Bento Fernandes,24037842,EE SEN JOAO CAMARA,2,1,80,,18,,,,,,,,37.98,,,,69.0,1.9,29.1,De 61 a 90 alunos
2006,24,RN,2401602,Bento Fernandes,24037842,EE SEN JOAO CAMARA,2,1,74,,12,,,,,,,,33.85,,,,,,,De 61 a 90 alunos
2007,24,RN,2401602,Bento Fernandes,24037842,EE SEN JOAO CAMARA,2,1,79,,18,,,,,,,,42.42,,,,66.8,2.6,30.6,De 61 a 90 alunos
2008,24,RN,2401602,Bento Fernandes,24037842,EE SEN JOAO CAMARA,2,1,63,,19,,,,,,53.95,26.98,,,,,68.3,3.1,28.6,De 61 a 90 alunos
2006,24,RN,2405108,Jandaíra,24038105,ESC EST PROF MARIA DA CONCEICAO MESSIAS,2,1,89,,18,,,,,,,,34.43,,,,,,,De 61 a 90 alunos
2007,24,RN,2405108,Jandaíra,24038105,ESC EST PROF MARIA DA CONCEICAO MESSIAS,2,1,81,,33,,,,,,,,45.34,,,,71.7,10.5,17.8,De 61 a 90 alunos
2008,24,RN,2405108,Jandaíra,24038105,ESC EST PROF MARIA DA CONCEICAO MESSIAS,2,1,73,,18,,,,,,58.68,31.39,,,,,58.8,11.3,29.9,De 61 a 90 alunos
2006,24,RN,2405801,João Câmara,24038245,COLÉGIO CENECISTA  JOAO XXIII,4,1,39,,32,,,,,,,,44.2,,,,,,,De 31 a 60 alunos
2007,24,RN,2405801,João Câmara,24038245,COLÉGIO CENECISTA JOÃO XXIII,4,1,27,,26,,,,,,,,50.33,,,,97.2,1.4,1.4,De 1 a 30 alunos
2008,24,RN,2405801,João Câmara,24038245,COLÉGIO CENECISTA JOÃO XXIII,4,1,18,,16,,,,,,51.25,34.72,,,,,95.9,0.0,4.1,De 1 a 30 alunos
2007,24,RN,2405801,João Câmara,24038253,EE ANTONIO GOMES,2,1,23,,10,,,,,,,,40.12,,,,80.0,8.9,11.1,De 1 a 30 alunos
2005,24,RN,2405801,João Câmara,24038288,EE FCO DE ASSIS BITTENCOURT 1 2 G,2,1,328,,111,,,,,,,,38.61,,,,64.9,8.4,26.7,Maior que 90 alunos
2006,24,RN,2405801,João Câmara,24038288,EE FCO DE ASSIS BITTENCOURT 1 2 G,2,1,285,,126,,,,,,,,40.23,,,,,,,Maior que 90 alunos
2007,24,RN,2405801,João Câmara,24038288,EE FCO DE ASSIS BITTENCOURT 1 2 G,2,1,309,,106,,,,,,,,46.72,,,,58.8,11.6,29.6,Maior que 90 alunos
2008,24,RN,2405801,João Câmara,24038288,EE FCO DE ASSIS BITTENCOURT 1 2 G,2,1,318,,113,,,,,,54.29,31.63,,,,,63.3,13.6,23.1,Maior que 90 alunos
2006,24,RN,2408805,Parazinho,24038920,EE SEN JESSE PINTO FREIRE ENS DE 2 GRAU,2,1,59,,19,,,,,,,,34.56,,,,,,,De 31 a 60 alunos
2007,24,RN,2408805,Parazinho,24038920,EE SEN JESSE PINTO FREIRE ENS DE 2 GRAU,2,1,58,,11,,,,,,,,42.31,,,,75.0,6.4,18.6,De 31 a 60 alunos
2008,24,RN,2408805,Parazinho,24038920,EE SEN JESSE PINTO FREIRE ENS DE 2 GRAU,2,1,84,,23,,,,,,49.55,27.81,,,,,71.6,0.0,28.4,De 61 a 90 alunos
